0	0	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司2020年度进行了如下投资：\n（1）甲公司和A公司为同一母公司最终控制下的两家公司。2020年1月1日，甲公司向其母公司支付现金500万元，取得母公司拥有A公司100%的股权，于当日起能够对A公司实施控制。合并日A公司的净资产账面价值450万元，合并后A公司仍维持其独立法人地位继续经营，甲公司、A公司在合并前采用的会计政策相同。\n（2）2月10日，委托证券公司从二级市场购入B公司股票400万股，支付价款1 224万元（含已宣告但尚未发放的现金股利24万元），另支付相关交易费用8万元。甲公司取得B公司股票后，将其作为交易性金融资产核算。2月18日，收到价款中包含的现金股利24万元。\n（3）7月1日，购入C公司股票580万股，支付价款4 600万元，每股价格中包含已宣告但尚未发放的现金股利0.25元。占C公司有表决权股份的25%，对C公司的财务和经营决策具有重大影响，甲公司将其作为长期股权投资核算。\n同日C公司净资产的账面价值（与其公允价值不存在差异）为18 000万元。2020年7月1日至12月31日，C公司实现净利润600万元，宣告分配现金股利400万元。\n（4）12月31日，甲公司将持有的C公司股票出售，取得价款5 000万元。\n要求：根据上述资料，不考虑其他相关因素，分析回答下列小题。（答案中的金额单位用万元表示）\n根据资料（3），针对C公司长期股权投资说法正确的是（　　）。\nA.长期股权投资入账价值为4 500万元\nB.应确认投资收益180万元\nC.应确认其他综合收益100万元\nD.12月31日账面价值4 712万元
1	1	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司为上市公司，2018年1月1日以非公开发行的方式向100名管理人员每人授予10万股自身股票，授予价格为8元/股。当日，100名管理人员全部认购，认购款项为8 000万元，甲公司履行了相关增资手续。估计该限制性股票股权激励在授予日的公允价值为10元/股。该计划规定，授予对象从2018年1月1日起在本公司连续服务满3年的，则所授予股票将于2021年1月1日全部解锁；期间离职的，甲公司将按照原授予价格8元/股回购。至2021年1月1日，所授予股票不得流通或转让，激励对象取得的现金股利暂由公司管理，作为应付股利在解锁时向激励对象支付；对于未能解锁的限制性股票，甲公司在回购股票时应扣除激励对象已享有的该部分现金股利。2018年度，甲公司有4名管理人员离职，甲公司估计3年中离职的管理人员为10名，当年宣告发放现金股利为每股1元（限制性股票持有人享有同等分配权利）。下列关于2018年甲公司的会计处理中，正确的有（        ）。\nA.2018年1月1日不做任何账务处理\nB.2018年确认管理费用和资本公积——其他资本公积的金额为3 000万元\nC.2018年12月31日预计未来可解锁限制性股票持有者的现金股利为900万元\nD.2018年12月31日预计未来不可解锁限制性股票持有者的现金股利为100万元
2	2	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nGiven the American terms for the Mexican Peso (MXP) and the Peruvian Nuevo Sol (PEN),\ndetermine the MXP/PEN bid-ask spread. (Note: Carry calculations to at least five decimal\nplaces.) Select the closest correct answer.\n$/MXP Bid Ask MXP 0.11001 - 0.00035 / MXP\n$/PEN Bid Ask PEN 0.28818 - 0.00100 / PEN\nA) MXP 2.62890 - 0.01740 PEN.\nB) MXP 0.03042 - 0.00254 PEN.\nC) MXP 2.61227 - 0.01740 PEN.\nD) MXP 0.38300 - 0.00254 PEN.\n
3	3	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列各项中，属于纳税调整减少事项的有（ ）。\nA.一般企业以前年度未弥补亏损（前五年内）\nB.国债利息收入\nC.符合条件的居民企业之间的股息收益\nD.税收滞纳金
4	4	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n关于财产清查结果的会计处理，下列说法中错误的是（　　）。\nA.财产清查产生的损溢，企业应于期末前查明原因，并根据企业的管理权限，经股东会或董事会，或经理（厂长）会议或类似机构批准后，在期末结账前处理完毕\nB.财产清查产生的损溢，如果在期末结账前尚未经批准，在对外提供财务报表时，先按相关规定进行处理，并在附注中作出说明，其后批准处理的金额与已处理的金额不一致的，调整财务报表相关项目的当期数\nC.对于财产清查中发现的问题，应核实情况，调查分析产生的原因\nD.根据“清查结果报告表”“盘点报告表”等数据资料，填制记账凭证，记入有关账簿，使账簿记录与实际盘存数相符
5	5	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司2021年1月1日发行在外普通股股数为5000万股，2021年11月1日，甲公司发布增资配股公告，向截止到2021年11月30日（股权登记日）所有登记在册的老股东配股，配股比例为每10股配1股，配股价格为每股8元，除权交易基准日为2021年12月1日。假设行权前一日的市价为每股13元，本年度归属于普通股股东的净利润为12000万元。不考虑其他因素，甲公司2021年度基本每股收益为（　　）元/股。\nA.2.00\nB.2.10\nC.2.20\nD.2.30
6	6	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列各项中，会导致留存收益总额发生增减变动的是（      ）。\nA.资本公积转增资本\nB.盈余公积补亏\nC.盈余公积转增资本\nD.以当年净利润弥补以前年度亏损
7	7	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nWhich of the following statements is FALSE?\nA)\nThe interquartile range contains half the data points in the data set.\nB)\nThe interquartile range is set at half the distance between the largest and smallest number in the data set.\nC)\nIf the median is on the left side of the interquartile range the data is skewed to the left.\nD)\nDownside outliers are those observations below the first quartile less 1.5 times the interquartile range.\n
8	8	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司属于增值税一般纳税人，销售和购买商品适用的增值税税率是 13％。2021 年 12 月初，甲公司“应付职工薪酬”科目贷方余额为 110 万元，该企业 2021 年 12 月发生职工薪酬业务如下：\n（1）5 日，结算上月应付职工薪酬时，甲公司代扣代缴职工个人所得税 2.5 万元，为职工垫付房租 7 万元。\n（2）25 日，甲公司财务部门发生固定资产日常修理费用 3 万元，全部为修理人员的职工薪酬。\n（3）31 日，分配本月货币性职工薪酬 123 万元。其中，直接生产产品人员工资 80 万元，车间管理人员工资 15 万元，企业行政管理人员工资 5 万元，专设销售机构人员工资20 万元，在建工程人员工资 3 万元。\n（4）31 日，企业以外购的 200 台空调作为本月销售人员的福利补贴并已发放。每台空调价格为 0.3 万元，增值税税额为 0.039 万元，款项以银行存款支付。\n要求：根据上述资料，不考虑其他因素，分析回答下列问题。（答案中的金额单位用万元表示）\n根据资料（4），下列各项中，关于甲公司发放空调的会计处理正确的是（ ）。\nA.借：应付职工薪酬  60\n应交税费——应交增值税（进项税额）  7.8\n贷：银行存款  67.8\nB.借：销售费用  67.8\n贷：银行存款  67.8\nC.借：销售费用  67.8\n贷：应付职工薪酬  67.8\n借：应付职工薪酬  67.8\n贷：库存商品  60\n应交税费——应交增值税（进项税额转出）  7.8\nD.借：销售费用  60\n应交税费——应交增值税（进项税额）  7.8\n贷：银行存款  67.8
9	9	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nWhich one of the following is NOT consistent with AIMR's Performance Presentation Standards?\nA)\nCash and cash equivalents must be included in composite returns.\nB)\nAll actual, fee paying, discretionary portfolios should be included in at least one composite.\nC)\nInvestment performance is the record of the manager not the firm, all changes in personnel should be accounted for by adjusting the composite's performance history.\nD)\nPresentation of performance may be either gross or net of investment management fees, as long as the method and the fee schedule are disclosed.\n
10	10	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nKwagmyre Investments, Ltd., hold two bonds: a callable bond issued by Mudd Manufacturing\nInc. and a putable bond issued by Precarious Builders. Both bonds have option adjusted\nspreads (OAS) of 135 basis points (bp). Kevin Grisly, a junior analyst at the firm, makes the\nfollowing statements (each statement is independent). Apparently, Grisly could benefit from a\nCFA review course, because the only statement that could be CORRECT is:\nA) Given a nominal spread for Precarious Builders of 110 bp, the option cost is -25 bp.\nB) The cost of the call option on the Mudd bond is -15bp.\nC) The Z-spread for Mudd's bond is based on the YTM.\nD)\nThe spread over the spot rates for a Treasury security similar to Mudd's bond is\n145 bp.\n
11	11	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司20×3年1月2日取得乙公司30%的股权，并与其他投资方共同控制乙公司，甲公司、乙公司20×3年发生的下列交易或事项中，会对甲公司20×3年个别财务报表中确认对乙公司投资收益产生影响的有（　　）。\nA.乙公司股东大会通过发放股票股利的议案\nB.甲公司将成本为50万元的产品以80万元出售给乙公司作为固定资产\nC.投资时甲公司投资成本小于应享有乙公司可辨认净资产公允价值的份额\nD.乙公司将账面价值200万元的专利权作价360万元出售给甲公司作为无形资产
12	12	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司和乙公司均为增值税一般纳税人，适用的增值税税率为13%。2×19年6月10日，甲公司以一台生产设备换入乙公司的一项专利权（符合免征增值税条件）。交换日，甲公司换出设备的账面原价为1 000万元，已计提折旧250万元，计提减值准备50万元，公允价值为800万元，换出该设备应缴纳的增值税税额为104万元，甲公司另向乙公司支付银行存款46万元。假定该交易具有商业实质，不考虑其他因素的影响，甲公司该项非货币性资产交换对当期损益的影响金额为（　　）万元。\nA.100\nB.150\nC.0\nD.250
13	13	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nMatrix, Inc.__ common size income statement for the years ended December 31, 2000 and 2001\nincluded the following information ( in percent form based on net sales being 100 percent):\n2000 2001\nSales 100 100\nCost of Goods Sold (55) (60)\nGross Profit 45 40\nSelling General & Administrative (5) (5)\nDepreciation (7) (8)\nOperating Profit (EBIT) 33 37\nInterest Expense (15) (7)\nEarnings before Taxes 18 30\nIncome Tax Expense (7) (13)\nEarnings after Taxes 11 17\nAnalysis of this data indicates that from 2000 to 2001:\nA) cost per unit of inventory has increased.\nB) sales volume is steady.\nC) interest expense per dollar of sales has declined.\nD) tax rates have increased.\n
14	14	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列资产中，属于企业资产范围的是（　　）。\nA.企业销售形成的一笔应收账款\nB.企业筹建期间发生的开办费\nC.企业盘亏的存货\nD.企业融资租出的一台设备
15	15	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列关于所有者权益的表述中，错误的是（　　）。\nA.企业宣告分配现金股利会减少所有者权益\nB.企业宣告分配股票股利不会影响所有者权益\nC.企业以当年实现的利润弥补以前年度亏损时，作利润分配的相反分录\nD.企业提取的盈余公积可以用于弥补亏损
16	16	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列等式中，（      ）能够正确反映试算平衡关系。\nA.全部账户本期借方发生额合计=全部账户本期贷方发生额合计\nB.全部账户借方期末（初）余额合计=全部账户贷方期末（初）余额合计\nC.负债类账户借方发生额合计=负债类账户贷方发生额合计\nD.资产类账户借方发生额合计=资产类账户贷方发生额合计
17	17	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司库存A产成品的月初数量为1 000台，月初账面余额为8 000万元；A在产品的月初数量为400台，月初账面余额为600万元。当月10日完工一批A产成品，入库数量为2 000台，当日无在产品。月初至完工日为生产A产成品耗用原材料、发生直接人工和制造费用共计15 400万元，其中包括因台风灾害而发生的停工损失300万元。甲公司于当月12日销售A产成品2 500台。甲公司采用移动加权平均法计算发出A产成品的成本。不考虑其他因素，甲公司当月12日结存A产成品的账面余额为（      ）。\nA.4 710万元\nB.3 950万元\nC.4 000万元\nD.5 040万元
18	18	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列各项不属于外购生产性生物资产的成本的是（    ）。\nA.运输费\nB.购买价款\nC.间接归属于购买生产性生物资产的其他支出\nD.保险费
19	19	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nWhich of the following statements regarding price-weighted indexes is FALSE?\nA)\nAdjusting for stock splits places a downward bias on the index.\nB)\nSuccessful stocks will lose weight within the index due to simply splitting their stocks.\nC)\nIf you build your portfolio by buying an equal number of shares of each stock, you should measure your performance against a price-weighted index.\nD)\nFirms with greater market capitalization have a greater impact on the index than do firms with lower market capitalization.\n
20	20	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列关于外币财务报表折算的会计处理正确的是（　　）。\nA.合并报表中各子公司之间实质上构成对另一子公司投资的外币货币性项目，产生的汇兑差额应由少数股东承担\nB.以母公司记账本位币反映的实质上构成对境外经营子公司净投资的外币货币性项目，其产生的汇兑差额在合并财务报表中应转入其他综合收益\nC.在合并财务报表中对境外经营子公司产生的外币报表折算差额应在归属于母公司的所有者权益中单列外币报表折算差额项目反映\nD.以母、子公司记账本位币以外的货币反映的实质上构成对境外经营子公司净投资的外币货币性项目，其产生的汇兑差额在合并财务报表中转入当期财务费用
21	21	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司下列会计处理符合会计谨慎性要求的有（　　）。\nA.甲公司将附有强制付息义务的优先股确认为负债\nB.甲公司对其产品质量向保险公司投保，估计很可能得到的赔偿金额为 300 万元，甲公司将其确认为资产\nC.甲公司对应收账款计提坏账准备\nD.甲公司对销售的A产品估计的退货率为10%，并以此为基础确认预计负债
22	22	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲、乙公司不存在关联方关系。2021年1月5日甲公司支付价款800万元取得乙公司30%股权，能够对乙公司实施重大影响。投资时乙公司可辨认净资产公允价值3 000万元。2021年12月31日，乙公司实现净利润300万元，宣告分派现金股利100万元。自投资之日起甲公司确认的投资收益为（    ）万元。\nA.130\nB.90\nC.120\nD.30
23	23	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n2021年1月1日，甲公司发行50万股普通股作为对价取得乙公司30%的股权，对乙公司拥有重大影响，当日甲公司每股市价8元，为发行股票支付给证券发行机构的佣金及手续费等10万元，另支付法律服务、资产评估费等3万元。当日，乙公司可辨认净资产账面价值为1000万元，公允价值1500万元。甲公司与乙公司在交易前无关联方关系，不考虑其他因素，甲公司对乙公司股权投资的初始投资成本是（　　）万元。\nA.300\nB.400\nC.450\nD.403
24	24	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n顺利公司本月发生如下经济业务：预收下月货款50万元；当月销售商品200万元，货款尚未收到；支付当期水电费5万元；支付上月未发放的职工薪酬20万元；按规定预交下月税费5万元。根据权责发生制和收付实现制，分别计算顺利公司本月的收入和费用为（　　）。\nA.权责发生制确认的收入为200万元\nB.权责发生制确认的费用为5万元\nC.收付实现制确认的收入为50万元\nD.收付实现制确认的费用为30万元
25	25	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司20×9年度发生的有关交易或事项如下：\n（1）甲公司从其母公司处购入乙公司90%的股权，实际支付价款9 000万元，另发生相关交易费用45万元。合并日，乙公司净资产的账面价值为11 000万元，公允价值为12 000万元。甲公司取得乙公司90%股权后，能够对乙公司的财务和经营政策实施控制。\n（2）甲公司以发行500万股、每股面值为1元、每股市场价格为12元的本公司普通股作为对价取得丙公司25%的股权，发行过程中支付券商的佣金及手续费30万元。甲公司取得丙公司25%股权后，能够对丙公司的财务和经营政策施加重大影响。\n（3）甲公司按面值发行分期付息、到期还本的公司债券50万张，支付发行手续费25万元，实际取得价款4 975万元。该债券每张面值为100元，期限为5年，票面年利率为4%。\n（4）甲公司购入丁公司发行的公司债券25万张，实际支付价款2 485万元，另支付手续费15万元。丁公司债券每张面值为100元，期限为4年，票面年利率为3%。甲公司将持有的丁公司债券分类为以公允价值计量且其变动计入其他综合收益的金融资产。\n下列各项关于甲公司上述交易或事项发生的交易费用会计处理的表述中，正确的是（　　）。\nA.发行公司债券时支付的手续费直接计入当期损益\nB.购买丁公司债券时支付的手续费直接计入当期损益\nC.购买乙公司股权时发生的交易费用直接计入当期损益\nD.为购买丙公司股权发行普通股时支付的佣金及手续费直接计入当期损益
26	26	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n2020年度，甲公司发生的相关交易或事项如下：\n（1）4月1日，甲公司收到先征后返的增值税240万元。\n（2）6月18日，甲公司以3 000万元的价格购买一栋已达到预定可使用状态的房屋，该房屋的预计使用年限为50年。当地政府为鼓励甲公司在当地投资，于同日拨付甲公司800万元，作为对甲公司取得房屋的补偿。\n（3）10月15日，甲公司收到当地政府追加的投资500万元。\n甲公司对固定资产采用年限平均法计提折旧，预计净残值为0。甲公司采用总额法对其取得的政府补助进行核算。不考虑其他因素，甲公司当年因上述交易或事项而确认的与政府补助相关的收益金额为（      ）。\nA.1 040万元\nB.8万元\nC.248万元\nD.240万元
27	27	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司2021年自财政部门取得以下款项：（1）2月20日，收到拨来的以前年度已完成重点科研项目的经费补贴260万元；（2）6月20日，取得国家对公司进行扶改项目的支持资金3000万元，用于购置固定资产，相关资产于当年12月28日达到预定可使用状态，预计使用20年，采用年限平均法计提折旧；（3）12月30日，收到战略性新兴产业研究补贴4000万元，该项目至取得补贴款时已发生研究支出1600万元，预计项目结项前仍将发生研究支出2400万元。假定上述政府补助在2021年以前均未予确认，甲公司采用总额法核算政府补助。不考虑其他因素，甲公司2021年度因政府补助应确认的收益金额为（　　）万元。\nA.260\nB.1860\nC.4260\nD.4860
28	28	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n2021年3月1日，甲公司从乙公司购入一台机器，实际支付买价1200万元，增值税税额为156万元，支付运杂费40万元（假定不考虑增值税），途中保险费116万元。该机器预计可使用4年，采用年数总和法计提折旧，预计无残值。2021年年末，由于市场需求变动，甲公司作出决议，于2022年1月以800万元的价格将该机器出售给丁公司公司，并与其签订了不可撤销的协议，假定交易过程中不发生相关税费，该资产满足划分为持有待售类别条件。下列关于甲公司2021年年末账务处理的表述中，正确的有（　　）。\nA.计提累计折旧406.8万元\nB.计提减值准备149.2万元\nC.确认营业外支出149.2万元\nD.调整后该机器的账面价值为800万元
29	29	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列事项中，会导致所有者权益发生变动的是（      ）。\nA.宣告发放现金股利\nB.盈余公积补亏\nC.实际发放现金股利\nD.资本公积转增资本
30	30	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司采用资产负债表债务法核算所得税，适用的所得税税率为25%，2021年财务报告批准报出日为2022年4月30日，2021年所得税汇算清缴于2022年4月30日完成。甲公司在2022年4月30日前发生下列有关经济业务：（1）2022年1月10日，甲公司向社会公众发行债券10 000万元。（2）2022年1月20日，甲公司支付2021年度财务报告审计费30万元。（3）2022年2月15日，法院终审判决甲公司赔偿乙公司损失50万元，当日，赔款已经支付。甲公司在2021年年末已确认预计负债40万元。（4）2022年3月8日，因产品质量原因，客户将2021年12月20日购入的一批商品全部退回，全部价款为300万元，成本为200万元。不考虑其他因素，下列有关甲公司对资产负债表日后事项的会计处理中，正确的是（　　）。\nA.法院终审判决赔偿损失，应在2021年资产负债表中调整增加预计负债10万元\nB.法院终审判决赔偿损失，应在2021年资产负债表中调整增加递延所得税资产2.5万元\nC.因商品退回，冲减2021年度利润表营业收入300万元、营业成本200万元\nD.因商品退回，冲减2022年度利润表营业收入300万元、营业成本200万元
31	31	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列关于合营安排的表述中，正确的有（　　）。\nA.合营安排分为合营企业和共同经营\nB.当合营安排未通过单独主体达成时，该合营安排为合营企业\nC.当且仅当相关活动的决策要求集体控制该安排的参与方一致同意时，才存在共同控制\nD.仅享有保护性权力的参与方不享有共同控制
32	32	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nA restrictive monetary policy will have what long-run effects on the following variables,\nrespectively?\nI II III\ninflation real output and employment real interest rate\nA) decrease, decrease, decrease.\nB) decrease, no change, no change.\nC) increase, no change, increase.\nD) increase, increase, increase.\n
33	33	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n下列关于可转换公司债券的表述中，正确的有（      ）。\nA.附有赎回选择权的可转换公司债券在赎回日若需支付利息补偿金，应在债券发行日至约定赎回届满日期间计提\nB.可转换公司债券属于复合金融工具，在初始确认时需将负债成分和权益成分进行分拆\nC.可转换公司债券属于金融负债\nD.发行时发生的交易费用应当在负债成分和权益成分之间按照各自的相对公允价值比例进行分摊
34	34	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\nReturn on equity equals:\nA) (sales/Equity)(EAT/Sales).\nB) (after tax profit margin)(Total asset turnover)(Assets to equity).\nC)\n[(pre-interest Profit margin)(asset turnover) - (interest expense)](leverage)(tax\nretention).\nD) all of these choices are correct.\n
35	35	请你扮演一位金融和会计领域专家，你会面临用户提出的一些问题，你要给出解决问题的思考过程和最终答案。你要首先在头脑中思考推理过程，然后向用户提供答案。最后，答案要用 $\boxed{答案}$的形式输出。\n问题：\n甲公司和乙公司是同一母公司最终控制下的两家公司。2021年1月1日，甲公司向其母公司发行1 000万股普通股，该普通股每股面值为1元，每股的公允价值为3.6元。取得母公司拥有乙公司80%的股权，于当日起能够对乙公司实施控制。合并后乙公司维持其独立法人地位继续经营。合并日母公司合并报表中，乙公司的净资产账面价值为4 000万元，公允价值为4 200万元。假定合并前双方采用的会计政策及会计期间均相同。不考虑其他因素，下列有关甲公司合并日所作账务处理的说法正确的是（　　）。\nA.该长期股权投资的初始投资成本为4 000万元\nB.该长期股权投资的初始投资成本为3 200万元\nC.贷方登记“实收资本”科目1 000万元\nD.借方登记“股本”科目1 000万元
